model,run_name,max_vocab_size,max_seq_len,embed_dim,num_filters,filter_sizes,dropout,batch_size,learning_rate,num_epochs,freeze_embeddings,train_accuracy,train_f1,val_accuracy,val_f1,test_accuracy,test_f1
TextCNN,bs64_do0.75_lr0.001_nf50_fs4-5-6,5000,64,50,50,"4,5,6",0.75,64,0.001,10,False,0.9007022540882974,0.86621965323198,0.8704181145611478,0.8238004355225921,0.8678973175656187,0.8206342523149156
TextCNN,bs64_do0.75_lr0.001_nf100_fs3-4-5,5000,64,50,100,"3,4,5",0.75,64,0.001,10,False,0.9038615790076773,0.8707034928313847,0.8725479206367,0.8266178280939185,0.8706085953273723,0.8248673863899425
TextCNN,bs64_do0.75_lr0.001_nf100_fs4-5-6,5000,64,50,100,"4,5,6",0.75,64,0.001,10,False,0.8993926893548757,0.8654263713650835,0.8705302096177558,0.8252685844746611,0.8696856071531583,0.8245562041498994
TextCNN,bs64_do0.8_lr0.0005_nf50_fs3-4-5,5000,64,50,50,"3,4,5",0.8,64,0.0005,10,False,0.8939907348295111,0.8570175399259307,0.8691850689384598,0.8228586546721126,0.8646091721949812,0.8159516165029782
TextCNN,bs64_do0.8_lr0.0005_nf50_fs4-5-6,5000,64,50,50,"4,5,6",0.8,64,0.0005,10,False,0.9005058193782841,0.8655004204442713,0.8692971639950678,0.8210665539625924,0.8677242572829535,0.8192087247876518
TextCNN,bs64_do0.8_lr0.0005_nf100_fs3-4-5,5000,64,50,100,"3,4,5",0.8,64,0.0005,10,False,0.9064970780336885,0.8734919866519052,0.8706423046743639,0.8229240394092573,0.8683011248918373,0.8200972834837033
TextCNN,bs64_do0.8_lr0.0005_nf100_fs4-5-6,5000,64,50,100,"4,5,6",0.8,64,0.0005,10,False,0.9026502316292623,0.8693096769843257,0.8703060195045399,0.8246692875977786,0.8696856071531583,0.8240631462981097
TextCNN,bs64_do0.8_lr0.001_nf50_fs3-4-5,5000,64,50,50,"3,4,5",0.8,64,0.001,10,False,0.9068735778945473,0.8747161529742892,0.8691850689384598,0.8230182937599748,0.8665128353042977,0.8186498047827322
TextCNN,bs64_do0.8_lr0.001_nf50_fs4-5-6,5000,64,50,50,"4,5,6",0.8,64,0.001,10,False,0.9008823192391429,0.8664377204636788,0.8699697343347158,0.8231461686294138,0.8666858955869627,0.8187415296758211
TextCNN,bs64_do0.8_lr0.001_nf100_fs3-4-5,5000,64,50,100,"3,4,5",0.8,64,0.001,10,False,0.8873446938073958,0.8477377326905685,0.8707543997309719,0.8245509628349512,0.866109027978079,0.8184374377903579
TextCNN,bs64_do0.8_lr0.001_nf100_fs4-5-6,5000,64,50,100,"4,5,6",0.8,64,0.001,10,False,0.8941544304211888,0.8587727975771866,0.8709785898441879,0.8266541310994876,0.8666282088260744,0.8216301100936251
TextCNN,bs128_do0.5_lr0.0005_nf50_fs3-4-5,5000,64,50,50,"3,4,5",0.5,128,0.0005,10,False,0.9048764916760792,0.871795458919404,0.8700818293913238,0.8231050191812918,0.8711277761753677,0.8248072749873785
TextCNN,bs128_do0.5_lr0.0005_nf50_fs4-5-6,5000,64,50,50,"4,5,6",0.5,128,0.0005,10,False,0.907462882024587,0.8760197449172686,0.8691850689384598,0.8224005101094042,0.8695702336313816,0.8240630620723426
TextCNN,bs128_do0.5_lr0.0005_nf100_fs3-4-5,5000,64,50,100,"3,4,5",0.5,128,0.0005,10,False,0.9248309843015927,0.9004351136447958,0.8716511601838359,0.8283181419525157,0.8703778482838188,0.8267682818790408
TextCNN,bs128_do0.5_lr0.0005_nf100_fs4-5-6,5000,64,50,100,"4,5,6",0.5,128,0.0005,10,False,0.9212624204030185,0.8943572507950321,0.8680641183723797,0.8208450474860115,0.8714162099798096,0.8260351054885898
TextCNN,bs128_do0.5_lr0.001_nf50_fs3-4-5,5000,64,50,50,"3,4,5",0.5,128,0.001,10,False,0.9076920558529359,0.8757162842451192,0.8691850689384598,0.8218723737857202,0.8712431496971446,0.825736149457458
TextCNN,bs128_do0.5_lr0.001_nf50_fs4-5-6,5000,64,50,50,"4,5,6",0.5,128,0.001,10,False,0.9075774689387615,0.8741596334184281,0.8686245936554198,0.818484744920601,0.8685895586962792,0.8192077072914401
TextCNN,bs128_do0.5_lr0.001_nf100_fs3-4-5,5000,64,50,100,"3,4,5",0.5,128,0.001,10,False,0.9152384226292786,0.8868424498928241,0.8722116354668759,0.8269022327807515,0.8706662820882607,0.8255705983014822
TextCNN,bs128_do0.5_lr0.001_nf100_fs4-5-6,5000,64,50,100,"4,5,6",0.5,128,0.001,10,False,0.9277775049517917,0.9033069821585432,0.8697455442214999,0.8216522610767231,0.8692817998269398,0.8224247640531751
TextCNN,bs128_do0.65_lr0.0005_nf50_fs3-4-5,5000,64,50,50,"3,4,5",0.65,128,0.0005,10,False,0.8990489286123524,0.8633981470895525,0.8699697343347158,0.8224111961951456,0.8669166426305163,0.818243489024642
TextCNN,bs128_do0.65_lr0.0005_nf50_fs4-5-6,5000,64,50,50,"4,5,6",0.65,128,0.0005,10,False,0.8979030594706084,0.8617232789770776,0.8682883084855958,0.820081368110572,0.8678973175656187,0.8201660298959669
TextCNN,bs128_do0.65_lr0.0005_nf100_fs3-4-5,5000,64,50,100,"3,4,5",0.65,128,0.0005,10,False,0.9087233380805055,0.8769169252669266,0.8708664947875798,0.8240911441888367,0.870550908566484,0.8250910107582786
TextCNN,bs128_do0.65_lr0.0005_nf100_fs4-5-6,5000,64,50,100,"4,5,6",0.65,128,0.0005,10,False,0.9123246410974153,0.8824557976690858,0.8701939244479319,0.8235753796031774,0.8693394865878281,0.8233642292990901
TextCNN,bs128_do0.65_lr0.001_nf50_fs3-4-5,5000,64,50,50,"3,4,5",0.65,128,0.001,10,False,0.8999001456890766,0.8658801581107619,0.8715390651272279,0.8267191527230037,0.8688779925007211,0.8230587863377624
TextCNN,bs128_do0.65_lr0.001_nf50_fs4-5-6,5000,64,50,50,"4,5,6",0.65,128,0.001,10,False,0.9082158817463045,0.8775281175174032,0.8703060195045399,0.8258843138752274,0.8674358234785117,0.8219104743700713
TextCNN,bs128_do0.65_lr0.001_nf100_fs3-4-5,5000,64,50,100,"3,4,5",0.65,128,0.001,10,False,0.9047619047619048,0.8719499404142272,0.8708664947875798,0.824477925349978,0.8700894144793769,0.8247042658406203
TextCNN,bs128_do0.65_lr0.001_nf100_fs4-5-6,5000,64,50,100,"4,5,6",0.65,128,0.001,10,False,0.9267953314017253,0.9028037087228252,0.8700818293913238,0.8250340427092505,0.868704932218056,0.8235529321219831
TextCNN,bs128_do0.7_lr0.0005_nf50_fs3-4-5,5000,64,50,50,"3,4,5",0.7,128,0.0005,10,False,0.9000474717215865,0.8653926927783916,0.8687366887120278,0.8223193123756651,0.8677819440438419,0.8206136926915178
TextCNN,bs128_do0.7_lr0.0005_nf50_fs4-5-6,5000,64,50,50,"4,5,6",0.7,128,0.0005,10,False,0.8926648005369215,0.856095534030472,0.8686245936554198,0.8228052917962166,0.8667435823478512,0.8205981915678723
TextCNN,bs128_do0.7_lr0.0005_nf100_fs3-4-5,5000,64,50,100,"3,4,5",0.7,128,0.0005,10,False,0.8961842557579924,0.8603343964468738,0.8694092590516759,0.8229696016386961,0.8693971733487165,0.8235056250014193
TextCNN,bs128_do0.7_lr0.0005_nf100_fs4-5-6,5000,64,50,100,"4,5,6",0.7,128,0.0005,10,False,0.9076756862937682,0.8753836788769501,0.8705302096177558,0.8229568181907703,0.8691087395442746,0.8216698405279503
